timestamp,value
2024-02-01T00:00:00Z,1250.5
2024-02-01T01:00:00Z,1180.2
2024-02-01T02:00:00Z,1120.8
2024-02-01T03:00:00Z,1095.3
2024-02-01T04:00:00Z,1080.7
2024-02-01T05:00:00Z,1150.4
2024-02-01T06:00:00Z,1320.9
2024-02-01T07:00:00Z,1580.3
2024-02-01T08:00:00Z,1890.6
2024-02-01T09:00:00Z,2150.8
2024-02-01T10:00:00Z,2380.4
2024-02-01T11:00:00Z,2520.7
2024-02-01T12:00:00Z,2650.3
2024-02-01T13:00:00Z,2720.9
2024-02-01T14:00:00Z,2680.5
2024-02-01T15:00:00Z,2590.2
2024-02-01T16:00:00Z,2480.8
2024-02-01T17:00:00Z,2350.6
2024-02-01T18:00:00Z,2450.3
2024-02-01T19:00:00Z,2620.7
2024-02-01T20:00:00Z,2580.4
2024-02-01T21:00:00Z,2380.9
2024-02-01T22:00:00Z,2050.5
2024-02-01T23:00:00Z,1680.2
2024-02-02T00:00:00Z,1320.8
2024-02-02T01:00:00Z,1210.3
2024-02-02T02:00:00Z,1145.7
2024-02-02T03:00:00Z,1105.4
2024-02-02T04:00:00Z,1090.9
2024-02-02T05:00:00Z,1165.3
2024-02-02T06:00:00Z,1340.8
2024-02-02T07:00:00Z,1610.5
2024-02-02T08:00:00Z,1920.3
2024-02-02T09:00:00Z,2180.7
2024-02-02T10:00:00Z,2410.9
2024-02-02T11:00:00Z,2550.4
2024-02-02T12:00:00Z,2680.8
2024-02-02T13:00:00Z,2750.3
2024-02-02T14:00:00Z,2710.7
2024-02-02T15:00:00Z,2620.5
2024-02-02T16:00:00Z,2510.2
2024-02-02T17:00:00Z,2380.8
2024-02-02T18:00:00Z,2480.4
2024-02-02T19:00:00Z,2650.9
2024-02-02T20:00:00Z,2610.3
2024-02-02T21:00:00Z,2410.7
2024-02-02T22:00:00Z,2080.5
2024-02-02T23:00:00Z,1710.2
