timestamp,value
2024-02-01T08:00:00Z,65.2
2024-02-01T08:05:00Z,65.8
2024-02-01T08:10:00Z,66.3
2024-02-01T08:15:00Z,66.7
2024-02-01T08:20:00Z,67.2
2024-02-01T08:25:00Z,67.8
2024-02-01T08:30:00Z,68.1
2024-02-01T08:35:00Z,68.5
2024-02-01T08:40:00Z,69.0
2024-02-01T08:45:00Z,69.4
2024-02-01T08:50:00Z,69.8
2024-02-01T08:55:00Z,70.2
2024-02-01T09:00:00Z,70.5
2024-02-01T09:05:00Z,70.9
2024-02-01T09:10:00Z,71.3
2024-02-01T09:15:00Z,71.6
2024-02-01T09:20:00Z,72.0
2024-02-01T09:25:00Z,72.3
2024-02-01T09:30:00Z,72.6
2024-02-01T09:35:00Z,72.9
2024-02-01T09:40:00Z,73.2
2024-02-01T09:45:00Z,73.4
2024-02-01T09:50:00Z,73.7
2024-02-01T09:55:00Z,74.0
2024-02-01T10:00:00Z,74.2
2024-02-01T10:05:00Z,74.5
2024-02-01T10:10:00Z,74.7
2024-02-01T10:15:00Z,74.9
2024-02-01T10:20:00Z,75.1
2024-02-01T10:25:00Z,75.3
2024-02-01T10:30:00Z,75.5
2024-02-01T10:35:00Z,75.6
2024-02-01T10:40:00Z,75.8
2024-02-01T10:45:00Z,75.9
2024-02-01T10:50:00Z,76.1
2024-02-01T10:55:00Z,76.2
2024-02-01T11:00:00Z,76.3
2024-02-01T11:05:00Z,76.4
2024-02-01T11:10:00Z,76.5
2024-02-01T11:15:00Z,76.6
2024-02-01T11:20:00Z,76.6
2024-02-01T11:25:00Z,76.7
2024-02-01T11:30:00Z,76.8
2024-02-01T11:35:00Z,76.8
2024-02-01T11:40:00Z,76.9
2024-02-01T11:45:00Z,76.9
2024-02-01T11:50:00Z,77.0
2024-02-01T11:55:00Z,77.0
2024-02-01T12:00:00Z,77.1
